stamp_sec,stamp_nanosec,scan_index,point_index,angle_rad,range_m,x_forward_m,y_left_m,x_world_m,y_world_m
1774805556,43035842,0,158,2.757620196789503,2.2537500858306885,2.0896406737758277,0.8442696867017916,2.2912966108703934,0.6705033492865597
1774805556,43035842,0,160,2.7925267815589905,2.214250087738037,2.080714451639725,0.7573181773769218,2.2795793132107978,0.5838837940403429
1774805556,43035842,0,163,2.8448866587132215,2.197999954223633,2.1019577956685462,0.6426330399188309,2.2971242837037353,0.46857492868424816
1774805556,43035842,0,165,2.879793243482709,2.179500102996826,2.1052354253004983,0.564096182421939,2.2978750785577233,0.38997329289606253
1774805556,43035842,0,168,2.93215312063694,2.1367499828338623,2.0900568589863346,0.44425534925838356,2.278851202068275,0.2706824454181323
1774805556,43035842,0,170,2.9670597054064274,2.115999937057495,2.0838531349423595,0.3674395809085141,2.2701808822486464,0.19410585621869125
1774805556,43035842,0,173,3.0194195825606585,2.1147499084472656,2.0989868772851463,0.2577232319028842,2.281779167784065,0.08395964807214656
1774805556,43035842,0,175,3.054326167330146,2.1122500896453857,2.1042123359928784,0.18409477521736972,2.2846346009989076,0.010201248186082978
1774805556,43035842,0,178,3.106686044484377,2.115499973297119,2.114211266095527,0.07382993522183783,2.2910830938441173,-0.10032807137421822
1774805556,43035842,0,180,3.1415926292538643,2.1122500896453857,2.112250089645385,5.1403568106521245e-08,2.286749131181184,-0.17405672744039166
1774805556,43035842,0,183,3.1939525064080954,2.1045000553131104,2.101615913853363,-0.11014097081095137,2.2725791668586615,-0.2837988915357536
1774805556,43035842,0,185,3.2288590911775827,1.9417500495910645,1.934361108654887,-0.16923461942031257,2.103510839117345,-0.33748436184850567
1774805556,43035842,0,188,3.281218968331814,2.125499963760376,2.1048147517420843,-0.29581236754785506,2.269806589434619,-0.46947714267060975
1774805556,43035842,0,190,3.316125553101301,2.1440000534057617,2.1114278846162398,-0.37230164795351084,2.2739569973152607,-0.5461395040861738
1774805556,43035842,0,193,3.3684854302555323,1.8942500352859497,1.8457005407198082,-0.42611349446764696,2.0066368650750923,-0.5913797850160292
1774805556,43035842,0,195,3.4033920150250196,1.5720000267028809,1.5184354354459362,-0.406863505780462,1.680159893281826,-0.5616174248429149
1774805556,43035842,0,198,3.4557518921792507,1.3527499437332153,1.2865416600956447,-0.4180226873132125,1.448027218052466,-0.5653149198804737
1774805556,43035842,0,200,3.490658476948738,1.194000005722046,1.1219930056376866,-0.4083720227493013,1.2838739293330514,-0.5503786280699129
1774805556,43035842,0,203,3.543018354102969,1.065000057220459,0.9803377330194266,-0.41612864729301247,1.1420425018590439,-0.553576700231529
1774805556,43035842,0,205,3.5779249388724566,0.9620000123977661,0.871868113633599,-0.40655874886944926,1.0339366574863627,-0.540524202462394
1774805556,43035842,0,208,3.6302848160266876,0.8797500133514404,0.776773168220945,-0.4130175917849686,0.9386832113163619,-0.5439221853319406
1774805556,43035842,0,211,3.6826446931809187,0.8134999871253967,0.6973056000378693,-0.41898344741630017,0.8590649134024155,-0.5473298918380463
1774805556,43035842,0,213,3.717551277950406,0.7542499899864197,0.6325672793045871,-0.4107939684899313,0.7946233741296026,-0.53706316146264
1774805556,43035842,0,216,3.769911155104637,0.7077500224113464,0.5725818080486714,-0.4160050087618847,0.7345013695806233,-0.5403428369835852
1774805556,43035842,0,219,3.822271032258868,0.6662499904632568,0.5177735018237459,-0.41928468920468015,0.6796159510218863,-0.5418586089599493
1774805556,43035842,0,221,3.8571776170283556,0.6305000185966492,0.47584441672487926,-0.41364521576120566,0.6378898660549872,-0.5348739349315665
1774805556,43035842,0,224,3.9095374941825867,0.5982499718666077,0.4303450279008298,-0.41557933755112375,0.5923518148112056,-0.5353441469890493
1774805556,43035842,0,226,3.944444078952074,0.5724999904632568,0.397691923046265,-0.41182201668219826,0.5598363987094206,-0.5305388964770524
1774805556,43035842,0,229,3.996803956106305,0.5497499704360962,0.3606684446375122,-0.4149015582487567,0.5227330478027827,-0.5324264560767572
1774805556,43035842,0,231,4.0317105408757925,0.5289999842643738,0.33291048980204085,-0.4111101909846957,0.49511134550582064,-0.5277445670779606
1774805556,43035842,0,234,4.084070418030024,0.5122500061988831,0.30109301224128276,-0.41441895085797714,0.4632039339529595,-0.5300286113473951
1774805556,43035842,0,237,4.136430295184255,0.4970000088214874,0.27068561856284584,-0.4168192709938063,0.4327350856648129,-0.53145002299214
1774805556,43035842,0,239,4.171336879953742,0.4830000102519989,0.24876340883956777,-0.41401180698857987,0.41091447654333885,-0.5279391611520966
1774805556,43035842,0,242,4.223696757107973,0.4712499976158142,0.22123848645727173,-0.4160890437911103,0.3833369971303551,-0.5291303345700616
1774805556,43035842,0,244,4.2586033418774605,0.46050000190734863,0.20186992758634495,-0.413894653375653,0.3640490068533476,-0.5263143350838984
1774805556,43035842,0,247,4.3109632190316916,0.4514999985694885,0.1764151178328989,-0.41560793412572444,0.3385522718045504,-0.5272082994926597
1774805556,43035842,0,249,4.345869803801179,0.4429999887943268,0.15875701155573044,-0.413576113132356,0.32096862280540184,-0.5246097803529168
1774805556,43035842,0,252,4.39822968095541,0.43650001287460327,0.13488593616695016,-0.41513617701170574,0.29705972957499155,-0.5254015278008624
1774805556,43035842,0,254,4.433136265724897,0.4312500059604645,0.11886862557474238,-0.41454410802093467,0.28106973660819157,-0.5242947716313423
1774805556,43035842,0,257,4.4854961428791285,0.4257499873638153,0.09577292295846389,-0.41483803944223946,0.2579765243319187,-0.5238459712492105
1774805556,43035842,0,259,4.520402727648616,0.421999990940094,0.08052140882574048,-0.4142466597018706,0.24275190973254687,-0.5227645260871358
1774805556,43035842,0,262,4.572762604802847,0.41874998807907104,0.05827874905668642,-0.41467473991625037,0.22050698607289168,-0.5224772324256103
1774805556,43035842,0,264,4.607669189572334,0.4165000021457672,0.04353611995984172,-0.4142183700009771,0.20578665253065379,-0.5215470891076404
1774805556,43035842,0,267,4.660029066726565,0.41475000977516174,0.021706353314603133,-0.41418160851766267,0.183969354248581,-0.5208084695416325
1774805556,43035842,0,269,4.694935651496053,0.414249986410141,0.007229674192905285,-0.4141868938678123,0.1694999899042697,-0.5203482937066498
1774805556,43035842,0,271,4.72984223626554,0.41449999809265137,-0.007234007250375235,-0.41443686800031376,0.15503574921250832,-0.5201330980505339
1774805556,43035842,0,274,4.782202113419771,0.41499999165534973,-0.028948920685620983,-0.4139890736059081,0.1333464604104369,-0.5189873508793755
1774805556,43035842,0,277,4.834561990574002,0.4167500138282776,-0.050789035058264397,-0.4136436243237891,0.11152874477198611,-0.5179398704087408
1774805556,43035842,0,279,4.86946857534349,0.4194999933242798,-0.06562424141105253,-0.4143352547615212,0.09667897099238049,-0.5181541573349399
1774805556,43035842,0,282,4.921828452497721,0.42225000262260437,-0.08779069624604138,-0.4130228303222773,0.07456617408585908,-0.5161297090567013
1774805556,43035842,0,284,4.956735037267208,0.4269999861717224,-0.10330063016732272,-0.4143162656687342,0.059022672175776475,-0.516923795707663
1774805556,43035842,0,286,4.9916416220366955,0.43149998784065247,-0.11893749964495975,-0.4147844147080365,0.04337883518590061,-0.5168889414704987
1774805556,43035842,0,289,5.0440014991909266,0.4375,-0.14243605141202767,-0.41366438239006054,0.019928444218127707,-0.5150139558701603
1774805556,43035842,0,291,5.078908083960414,0.4440000057220459,-0.15911535534062005,-0.4145097209668369,0.0032305842262363056,-0.5153225794968253
1774805556,43035842,0,294,5.131267961114645,0.45124998688697815,-0.18353988846851504,-0.4122373830773514,-0.0211082600844546,-0.5122661116629391
1774805556,43035842,0,296,5.166174545884132,0.46024999022483826,-0.20176029946983168,-0.41366995909759696,-0.03936531139923185,-0.513112118991674
1774805556,43035842,0,298,5.20108113065362,0.46974998712539673,-0.22053424386376005,-0.4147646292630919,-0.058164745470915165,-0.5136025978005654
1774805556,43035842,0,301,5.253441007807851,0.48124998807907104,-0.2478620506235318,-0.4125117633314277,-0.08540598843490875,-0.5104722449479064
1774805556,43035842,0,303,5.288347592577338,0.49424999952316284,-0.26918782581575157,-0.41451293883452545,-0.10678508018739999,-0.5117867131985141
1774805556,43035842,0,306,5.340707469731569,0.5082499980926514,-0.2987418363454581,-0.4111828982072621,-0.13621674229420508,-0.5075081650101584
1774805556,43035842,0,308,5.375614054501057,0.5242499709129333,-0.3227604933289864,-0.4131146280976271,-0.16028509073201533,-0.5086666412239315
1774805556,43035842,0,310,5.410520639270544,0.5422499775886536,-0.3485515495371163,-0.4153875967216287,-0.1861358936392267,-0.5101091930424553
1774805556,43035842,0,313,5.462880516424775,0.5640000104904175,-0.3846470647744357,-0.4124835116627113,-0.22211937382245567,-0.5060460558087219
1774805556,43035842,0,315,5.4977871011942625,0.5867499709129333,-0.4148948656240526,-0.41489490096303605,-0.2524290676932941,-0.507483662170652
1774805556,43035842,0,317,5.53269368596375,0.6122499704360962,-0.4477712642990446,-0.4175534949764351,-0.28537394855410214,-0.5090838299844347
1774805556,43035842,0,320,5.585053563117981,0.6417499780654907,-0.4916089867220603,-0.41250895568601537,-0.3290268125421811,-0.5026324154474324
1774805556,43035842,0,322,5.619960147887468,0.6740000247955322,-0.531119249405275,-0.4149558727570384,-0.36859532168018333,-0.5038077218095882
1774805556,43035842,0,324,5.654866732656956,0.7124999761581421,-0.5764245708584169,-0.4187970034945844,-0.41400072060307547,-0.5061901965667402
1774805556,43035842,0,327,5.707226609811187,0.7555000185966492,-0.6336156114878172,-0.41147482909463223,-0.47092676768747344,-0.49703298467872903
1774805556,43035842,0,329,5.742133194580674,0.8062499761581421,-0.6910910972840432,-0.41524946635696214,-0.5284939008333459,-0.49895770162927616
1774805556,119033152,1,40,0.6981316953897476,1.183750033378601,-0.9068051392265165,0.7608998495178043,-0.707434434703989,0.6810452695020717
1774805556,119033152,1,43,0.7504915725439787,1.1142499446868896,-0.8149108259935511,0.7599166302386366,-0.6156061555074052,0.6774260617844202
1774805556,119033152,1,45,0.7853981573134661,1.0735000371932983,-0.7590791605216164,0.7590791512851681,-0.5598214985562487,0.6749871503039957
1774805556,119033152,1,48,0.8377580344676971,1.037750005722046,-0.6943902955824567,0.7711985423851726,-0.49481156309804003,0.6852456677149694
1774805556,119033152,1,50,0.8726646192371845,1.003999948501587,-0.6453587322219024,0.7691085770787686,-0.44586014224957954,0.6817498763197454
1774805556,119033152,1,53,0.9250244963914156,0.9760000109672546,-0.5873714747819992,0.7794682623561401,-0.38759954064957536,0.6904416773789841
1774805556,119033152,1,56,0.9773843735456467,0.9522500038146973,-0.5324914504402445,0.7894510275964783,-0.3324557067422835,0.6988458582195128
1774805556,119033152,1,58,1.012290958315134,0.9315000176429749,-0.4936198101770899,0.7899568126610442,-0.29358555637251976,0.698236230864814
1774805556,119033152,1,61,1.0646508354693651,0.9117500185966492,-0.4420251868520151,0.7974345306038805,-0.24179763944255095,0.7042306517495714
1774805556,119033152,1,63,1.0995574202388525,0.893750011920929,-0.40575402133706945,0.7963370881589389,-0.2055728890418797,0.702093062887884
1774805556,119033152,1,65,1.1344640050083399,0.8987500071525574,-0.3798281729204479,0.8145441267436874,-0.1791353632693073,0.7195488098261484
1774805556,119033152,1,68,1.186823882162571,0.8912500143051147,-0.3338681393378552,0.8263526205766796,-0.1328554693570335,0.7300338769687825
1774805556,119033152,1,71,1.239183759316802,0.5625,-0.18313209198751051,0.5318541970166993,0.009369546658725943,0.43133214903699457
1774805556,119033152,1,74,1.291543636471033,0.5462499856948853,-0.15056690692540875,0.5250891861489605,0.041727242918265975,0.42363564704291246
1774805556,119033152,1,76,1.3264502212405205,0.5394999980926514,-0.13051686759338124,0.5234745411341248,0.061722705934410524,0.42144644296156714
1774805556,119033152,1,79,1.3788100983947515,0.5329999923706055,-0.1017011986681973,0.5232072802021368,0.09051884603280785,0.42035258764889877
1774805556,119033152,1,81,1.413716683164239,0.6104999780654907,-0.09550324407912364,0.6029837092230005,0.09900298765510226,0.4999183630133227
1774805556,119033152,1,83,1.4486232679337263,0.6520000100135803,-0.07945882038243077,0.6471400999174302,0.116307627624615,0.5435962728356076
1774805556,119033152,1,86,1.5009831450879574,0.6127499938011169,-0.04274328596149145,0.6112573651159412,0.1519785946819814,0.506674961458011
1774805556,119033152,1,89,1.5533430222421885,0.5182499885559082,-0.009044715671425726,0.518171056463618,0.182992702978701,0.41266017759574064
1774805556,119033152,1,91,1.5882496070116758,0.5297499895095825,0.00924540561045953,0.5296693061340263,0.20160517351672116,0.42362896159673397
1774805556,119033152,1,93,1.6231561917811632,0.546999990940094,0.028627760722418124,0.5462503468232152,0.2214552505426706,0.43964710887057556
1774805556,119033152,1,96,1.6755160689353943,0.5019999742507935,0.05247327938899081,0.49924996654778275,0.2439425408427232,0.39198196142011354
1774805556,119033152,1,98,1.7104226537048817,0.5180000066757202,0.07209166042991462,0.5129588671740689,0.26394614665421784,0.40512237943426377
1774805556,119033152,1,101,1.7627825308591127,0.5602499842643738,0.10690072914746457,0.5499566155397819,0.29980233044654103,0.4411062471108612
1774805556,119033152,1,103,1.7976891156286001,0.5690000057220459,0.12799714348827856,0.554416574220621,0.32101801452143125,0.44495912638596774
1774805556,119033152,1,106,1.8500489927828312,0.5897499918937683,0.162557120234303,0.5669040797170454,0.3559220245939559,0.45644998653941454
1774805556,119033152,1,108,1.8849555775523186,0.6025000214576721,0.18618273737482982,0.573011574193847,0.3797131372051766,0.46187716211932134
1774805556,119033152,1,110,1.919862162321806,0.6134999990463257,0.2098293490304178,0.5765014250765671,0.403450137052723,0.46468716927436404
1774805556,119033152,1,113,1.972222039476037,0.5745000243186951,0.2244750347399284,0.5288300641233337,0.416722131247015,0.4166152550713503
1774805556,119033152,1,115,2.0071286242455244,0.5874999761581421,0.24828821041805768,0.5324558071363442,0.44062952521941484,0.419556319797313
1774805556,119033152,1,118,2.0594885013997555,0.6002500057220459,0.28180029979335613,0.5299893021615537,0.47405705759786887,0.4161293881995037
1774805556,119033152,1,120,2.094395086169243,0.6140000224113464,0.3070000025787548,0.5317396223131942,0.49929660318159985,0.4171560233988004
1774805556,119033152,1,122,2.1293016709387302,0.6297500133514404,0.3337166549171008,0.5340583053816129,0.5260687798966941,0.41870726718221685
1774805556,119033152,1,125,2.1816615480929613,0.6485000252723694,0.3719643244916951,0.531220127709503,0.564219280119471,0.4147729548995287
1774805556,119033152,1,127,2.2165681328624487,0.6679999828338623,0.40201241597454435,0.5334885139047983,0.5943200816857638,0.41617834550691934
1774805556,119033152,1,130,2.2689280100166798,0.6892499923706055,0.44304134579233406,0.5279961343621724,0.6351745498415126,0.40951113119025884
1774805556,119033152,1,132,2.303834594786167,0.7170000076293945,0.4797666403552066,0.5328348540991191,0.6720235473190856,0.4132942323414694
1774805556,119033152,1,135,2.356194471940398,0.7450000047683716,0.5267945457406996,0.5267945649707518,0.7188588025101266,0.40590722693391534
1774805556,119033152,1,137,2.3911010567098856,0.7770000100135803,0.5682618236663375,0.5299127431233488,0.7603984701141802,0.4078344500393586
1774805556,119033152,1,139,2.426007641479373,0.8117499947547913,0.6126354877790382,0.5325559248549805,0.8048297001974383,0.40920348975456367
1774805556,119033152,1,142,2.478367518633604,0.8949999809265137,0.7052695988692896,0.5510170222136619,0.8979553186037788,0.4249993705341971
1774805556,119033152,1,144,2.5132741034030914,0.8920000195503235,0.7216431645914481,0.5243044705857633,0.9135557773370576,0.39782806662285997
1774805556,119033152,1,151,2.6354471500962973,2.354749917984009,2.0595106603476547,1.14160545555812,2.2685825703367204,0.9764923324125094
1774805556,119033152,1,153,2.6703537348657846,2.319999933242798,2.0671350548487015,1.0532579718484174,2.273669189712459,0.8879624754563946
1774805556,119033152,1,156,2.7227136120200157,2.282749891281128,2.0853957745313565,0.928478071744705,2.2883425317410695,0.7627100487855618
1774805556,119033152,1,158,2.757620196789503,2.249500036239624,2.0857000964478942,0.8426775900184575,2.286185163633339,0.6769361539274364
1774805556,119033152,1,161,2.809980073943734,2.207750082015991,2.087468697181402,0.7187731651427987,2.284398292155966,0.5530319911941137
1774805556,119033152,1,163,2.8448866587132215,2.197999954223633,2.1019577956685462,0.6426330399188309,2.2966970116791487,0.47650752358942045
1774805556,119033152,1,165,2.879793243482709,2.148750066757202,2.075533171314863,0.5561374867429357,2.267801758436016,0.3908056809519799
1774805556,119033152,1,168,2.93215312063694,2.1364998817443848,2.089812223206902,0.44420335031243835,2.278863608945551,0.2785079619872501
1774805556,119033152,1,170,2.9670597054064274,2.11299991607666,2.080898691033207,0.3669186326643248,2.2677364932565123,0.2015107806479122
1774805556,119033152,1,173,3.0194195825606585,2.1115000247955322,2.0957612177826,0.2573271706406577,2.279448788384675,0.09153803223862617
1774805556,119033152,1,175,3.054326167330146,2.1089999675750732,2.100974581624984,0.18381150833770604,2.2825508856730874,0.017903062565189615
1774805556,119033152,1,178,3.106686044484377,2.1177499294281006,2.1164598516121353,0.0739084576125252,2.2948767284074827,-0.09239901242056757
1774805556,119033152,1,180,3.1415926292538643,2.1152501106262207,2.11525011062622,5.1476576403959756e-08,2.2915470971957443,-0.16624228920866232
1774805556,119033152,1,183,3.1939525064080954,2.1059999465942383,2.10311374958756,-0.1102194690183509,2.2762535993480046,-0.2760682555416456
1774805556,119033152,1,185,3.2288590911775827,1.9302500486373901,1.9229048686517174,-0.16823232858213893,2.0944545426025596,-0.328887149977094
1774805556,119033152,1,188,3.281218968331814,2.1267499923706055,2.1060526151642303,-0.29598633787436607,2.2738617143016477,-0.46184297228579974
1774805556,119033152,1,190,3.316125553101301,2.1440000534057617,2.1114278846162398,-0.37230164795351084,2.277045330326657,-0.5382810823040558
1774805556,119033152,1,193,3.3684854302555323,1.8447500467300415,1.797469233373166,-0.4149784211105109,1.961991541307854,-0.5719330017494548
1774805556,119033152,1,195,3.4033920150250196,1.5457500219345093,1.4930798777208385,-0.4000695052808474,1.6581552080574244,-0.548297473352797
1774805556,119033152,1,198,3.4557518921792507,1.3315000534057617,1.2663318132533785,-0.4114561106144335,1.43117380398884,-0.5531741246440187
1774805556,119033152,1,201,3.508111769333482,1.1755000352859497,1.0974238357375654,-0.42126150751322894,1.2620540423349542,-0.5581296160382431
1774805556,119033152,1,203,3.543018354102969,1.0527499914169312,0.9690614878608,-0.4113421655670146,1.1340291117157075,-0.5445317177808393
1774805556,119033152,1,206,3.5953782312572002,0.9517499804496765,0.8554272276135537,-0.4172197065616016,1.0202730030964582,-0.5471467401301786
1774805556,119033152,1,208,3.6302848160266876,0.871999979019165,0.7699302939603705,-0.409379171247783,0.9350362024698311,-0.5368565760381611
1774805556,119033152,1,211,3.6826446931809187,0.8062499761581421,0.6910911276004859,-0.4152494159019295,0.8560610745109565,-0.5404625555861462
1774805556,119033152,1,214,3.7350045703351498,0.7494999766349792,0.6213636533856605,-0.4191150501080333,0.7862513991712764,-0.5423261588601767
1774805556,119033152,1,216,3.769911155104637,0.7012500166893005,0.5673231928444282,-0.41218440141221735,0.7324320192584782,-0.5338479743460723
1774805556,119033152,1,219,3.822271032258868,0.6612499952316284,0.513887775629015,-0.4161380903653158,0.6789051684506626,-0.5362670055407823
1774805556,119033152,1,222,3.8746309094130993,0.6257500052452087,0.4650228910076761,-0.41870846648144305,0.6299866553103024,-0.5374344191656508
1774805556,119033152,1,224,3.9095374941825867,0.5954999923706055,0.4283668581413874,-0.41366904133554355,0.593490289117243,-0.5313454286091079
1774805556,119033152,1,227,3.9618973713368177,0.5692499876022339,0.38822757078740566,-0.4163230736647362,0.5532913815172477,-0.5328467962046557
1774805556,119033152,1,229,3.996803956106305,0.546500027179718,0.3585362899445192,-0.4124487950040007,0.523723473117473,-0.5281222871196055
1774805556,119033152,1,232,4.049163833260536,0.5272499918937683,0.3246075209067905,-0.41547865326960703,0.4897217452023747,-0.5301775020263295
1774805556,119033152,1,234,4.084070418030024,0.5102499723434448,0.29991742178578035,-0.41280088951679417,0.4651186326089656,-0.5267924962601275
1774805556,119033152,1,237,4.136430295184255,0.49549999833106995,0.26986865425652273,-0.41556125637006114,0.4350030406422618,-0.5286896456182409
1774805556,119033152,1,240,4.188790172338486,0.48124998807907104,0.24062500756300187,-0.41677470743965656,0.40573661819607676,-0.529063614380584
1774805556,119033152,1,242,4.223696757107973,0.46974998712539673,0.22053427414480709,-0.4147646131623737,0.38571182304848883,-0.5264779563247548
1774805556,119033152,1,245,4.276056634262204,0.45925000309944153,0.19408745180118914,-0.4162218475766957,0.3592340797083687,-0.5271758473104368
1774805556,119033152,1,247,4.3109632190316916,0.4505000114440918,0.1760243917041787,-0.41468744113645484,0.3412224760385835,-0.5251238540271519
1774805556,119033152,1,250,4.363323096185923,0.4424999952316284,0.1513439258452007,-0.4158139751015514,0.316519849704466,-0.5255418564047275
1774805556,119033152,1,252,4.39822968095541,0.43575000762939453,0.13465417177600805,-0.4144228796438907,0.29987687526765233,-0.5236725144461709
1774805556,119033152,1,255,4.450589558109641,0.43050000071525574,0.111421613437907,-0.41583106506696776,0.27661348004576647,-0.5244135919518186
1774805556,119033152,1,257,4.4854961428791285,0.4255000054836273,0.0957166892624854,-0.4145944645833995,0.2609504977525749,-0.5227269355567956
1774805556,119033152,1,260,4.5378560200333595,0.42124998569488525,0.07314930694091074,-0.41485024929726805,0.2383850664341855,-0.5223351702150181
1774805556,119033152,1,262,4.572762604802847,0.4180000126361847,0.05817437262234871,-0.413932063186517,0.22344263839641698,-0.5209877400998235
1774805556,119033152,1,265,4.625122481957078,0.41624999046325684,0.036278591944142034,-0.41466603228045074,0.20153481344762525,-0.5210932301565863
