stamp_sec,stamp_nanosec,ax_mps2,ay_mps2,az_mps2,gx_rps,gy_rps,gz_rps,qx,qy,qz,qw
1,928000000,-0.003591583,-0.018709759,9.797281630,-0.003166343,0.001736419,0.002329978,0.000000001,0.000000000,0.000000000,1.000000000
1,936000000,0.033988883,-0.011432702,9.809018213,0.000284565,-0.002090940,-0.000209261,0.000000001,0.000000000,0.000000000,1.000000000
1,944000000,-0.007868645,-0.018699839,9.810949506,-0.001579349,-0.003406741,-0.001421730,0.000000001,0.000000000,0.000000000,1.000000000
1,952000000,0.028951025,0.010055406,9.795011875,-0.001782584,0.000716628,0.000936310,0.000000001,0.000000000,0.000000000,1.000000000
1,960000000,-0.031713142,0.013106944,9.801471718,0.000101188,0.000562646,0.001097043,0.000000001,0.000000000,0.000000000,1.000000000
1,968000000,0.010676834,0.032013991,9.780289681,-0.000880191,0.002317717,-0.001304751,0.000000001,0.000000000,0.000000000,1.000000000
1,976000000,-0.007837765,-0.023463242,9.793693218,0.001583231,0.003322710,0.000073050,0.000000001,0.000000000,0.000000000,1.000000000
1,984000000,-0.025170014,-0.021091226,9.786703053,-0.001826845,-0.000505299,-0.000380032,0.000000001,0.000000000,0.000000000,1.000000000
1,992000000,-0.009258209,0.002119351,9.768206491,-0.000490430,-0.001047198,0.002207722,0.000000001,0.000000000,0.000000000,1.000000000
2,0,-0.018058414,0.011041209,9.808419949,-0.002837843,-0.000407209,0.001402943,0.000000001,0.000000000,0.000000000,1.000000000
2,8000000,-0.004894517,-0.004333993,9.783321767,0.000172303,0.000079811,-0.002066949,0.000000001,0.000000000,0.000000000,1.000000000
2,16000000,0.002492085,0.017922079,9.814473447,0.001860969,-0.002630210,-0.003380569,0.000000001,0.000000000,0.000000000,1.000000000
2,24000000,-0.003786366,0.002371166,9.800978894,0.002773188,-0.000235852,0.000456387,0.000000001,0.000000000,0.000000000,1.000000000
2,32000000,0.004062753,0.009771311,9.814997044,0.000133994,0.001113834,0.001344606,0.000000001,0.000000000,0.000000000,1.000000000
2,40000000,0.004251755,-0.014205518,9.821540087,0.001232863,0.001071957,-0.003680446,0.000000001,0.000000000,0.000000000,1.000000000
2,48000000,-0.012520012,-0.002531385,9.793165995,0.000333372,-0.000216624,0.000544250,0.000000001,0.000000000,0.000000000,1.000000000
2,56000000,0.011163978,-0.009507751,9.825027425,0.000552065,-0.000387797,0.002103889,0.000000001,0.000000000,0.000000000,1.000000000
2,64000000,-0.009591438,-0.019669687,9.821967969,-0.002841668,-0.001272206,0.000350174,0.000000001,0.000000000,0.000000000,1.000000000
2,72000000,-0.023476172,0.005001879,9.753866229,-0.000115349,0.002241872,-0.003026737,0.000000001,0.000000000,0.000000000,1.000000000
2,80000000,-0.013060384,0.017122054,9.807542711,-0.000891143,-0.001035084,-0.001510355,0.000000001,0.000000000,0.000000000,1.000000000
2,88000000,0.002490636,-0.014139978,9.843154809,-0.006098600,0.003794005,-0.003201761,0.000000001,0.000000000,0.000000000,1.000000000
2,96000000,-0.011718893,-0.019971043,9.778695476,0.002013263,-0.002015291,0.002028432,0.000000001,0.000000000,0.000000000,1.000000000
2,104000000,-0.003695527,-0.024287594,9.787233471,0.000514951,0.001499018,-0.001163681,0.000000001,0.000000000,0.000000000,1.000000000
2,112000000,-0.049214903,0.010530314,9.803487882,0.000682187,-0.000236326,-0.000048649,0.000000001,0.000000000,0.000000000,1.000000000
2,120000000,0.025791753,0.011718382,9.805825811,0.001179459,0.000162431,-0.001996040,0.000000001,0.000000000,0.000000000,1.000000000
2,128000000,-0.008179205,-0.004007025,9.790164115,0.001194306,0.000240547,-0.001737891,0.000000001,0.000000000,0.000000000,1.000000000
2,136000000,-0.012374464,0.009522349,9.789228069,-0.000043988,-0.001480228,0.002019621,0.000000001,0.000000000,0.000000000,1.000000000
2,144000000,-0.000944887,-0.012406952,9.817987813,0.001076226,0.003551616,0.001568573,0.000000001,0.000000000,0.000000000,1.000000000
2,152000000,0.028788067,0.029663556,9.804123798,0.002039364,-0.000173064,-0.000637986,0.000000001,0.000000000,0.000000000,1.000000000
2,160000000,-0.018246508,-0.013040344,9.798090567,-0.000884561,0.003683277,-0.001386891,0.000000001,0.000000000,0.000000000,1.000000000
2,168000000,-0.008596990,0.028137176,9.798366458,-0.001616744,0.001674362,-0.002465438,0.000000001,0.000000000,0.000000000,1.000000000
2,176000000,0.004332444,0.020986864,9.818226794,0.000080739,-0.000531388,-0.000346737,0.000000001,0.000000000,0.000000000,1.000000000
2,184000000,0.005131589,0.017159447,9.803049187,0.000980966,0.000326439,-0.001489189,0.000000001,0.000000000,0.000000000,1.000000000
2,192000000,0.044543302,-0.029935825,9.814764374,-0.004946969,-0.000014982,-0.002071363,0.000000001,0.000000000,0.000000000,1.000000000
2,200000000,0.006962850,-0.033066100,9.785991506,0.000644932,-0.004625998,0.000956547,0.000000001,0.000000000,0.000000000,1.000000000
2,208000000,0.034261833,0.013551286,9.808697624,0.000024242,0.005472985,-0.002903433,0.000000001,0.000000000,0.000000000,1.000000000
2,216000000,-0.013701704,0.012951357,9.799798600,-0.002503071,0.002952232,0.001538730,0.000000001,0.000000000,0.000000000,1.000000000
2,224000000,-0.002936362,-0.003653450,9.802050456,0.001559134,-0.002147875,0.001816781,0.000000001,0.000000000,0.000000000,1.000000000
2,232000000,0.020146772,0.013496329,9.785328110,-0.000704655,0.000461651,-0.003319880,0.000000001,0.000000000,0.000000000,1.000000000
2,240000000,-0.025242797,-0.019753452,9.811754369,-0.002744932,-0.000069033,-0.001142545,0.000000001,0.000000000,0.000000000,1.000000000
2,248000000,-0.017810444,-0.016560335,9.793135038,-0.001098700,-0.000537504,0.002714485,0.000000001,0.000000000,0.000000000,1.000000000
2,256000000,0.010455541,-0.021747924,9.794024045,0.000958842,0.000376719,0.000663900,0.000000001,0.000000000,0.000000000,1.000000000
2,264000000,0.017719141,-0.014722477,9.807617479,0.003287721,-0.000136103,-0.000277551,0.000000001,0.000000000,0.000000000,1.000000000
2,272000000,-0.005909349,-0.001522176,9.783381511,-0.000952362,-0.003265722,0.001818164,0.000000001,0.000000000,0.000000000,1.000000000
2,280000000,0.002323995,0.004169629,9.788807041,0.001415972,-0.001041948,0.000743712,0.000000001,0.000000000,0.000000000,1.000000000
2,288000000,0.017212957,-0.053771321,9.788276779,0.000797765,0.003243652,0.002304568,0.000000001,0.000000000,0.000000000,1.000000000
2,296000000,0.003499935,-0.030200679,9.810652989,0.000291608,-0.002645870,0.000393003,0.000000001,0.000000000,0.000000000,1.000000000
2,304000000,0.025177205,-0.002313175,9.810425667,-0.003546645,0.001137089,0.002469103,0.000000001,0.000000000,0.000000000,1.000000000
2,312000000,0.018734617,0.008729519,9.810295739,-0.002103460,0.004680501,-0.001364505,0.000000001,0.000000000,0.000000000,1.000000000
2,320000000,-0.025941978,-0.026278304,9.806129936,0.001668617,0.002402028,-0.000539576,0.000000001,0.000000000,0.000000000,1.000000000
2,328000000,-0.000914786,-0.008258275,9.791009015,-0.002094174,-0.002879208,0.000825766,0.000000001,0.000000000,0.000000000,1.000000000
2,336000000,0.016973200,-0.004563724,9.821213439,-0.001272805,0.001467388,-0.001799608,0.000000001,0.000000000,0.000000000,1.000000000
2,344000000,-0.017965268,-0.006291311,9.798816223,-0.001355128,-0.004368683,-0.002403761,0.000000001,0.000000000,0.000000000,1.000000000
2,352000000,0.014052534,-0.029550655,9.843551305,0.000354659,-0.003209118,0.003590648,0.000000001,0.000000000,0.000000000,1.000000000
2,360000000,-0.000367790,0.030505646,9.811742099,-0.000218435,0.002200778,0.000428588,0.000000001,0.000000000,0.000000000,1.000000000
2,368000000,-0.004259419,0.013404629,9.827642484,0.005172265,0.000205562,0.000944066,0.000000001,0.000000000,0.000000000,1.000000000
2,376000000,-0.006744381,0.019313434,9.831168786,0.000497034,0.001994519,0.001191223,0.000000001,0.000000000,0.000000000,1.000000000
2,384000000,0.025880947,-0.039093135,9.807849650,-0.001773675,-0.000639903,-0.001135784,0.000000001,0.000000000,0.000000000,1.000000000
2,392000000,0.016336509,0.019340910,9.788330858,0.002827831,-0.003076302,0.000402479,0.000000001,0.000000000,0.000000000,1.000000000
2,400000000,-0.017261602,0.005688940,9.808728475,-0.002952987,-0.002096874,-0.000863938,0.000000001,0.000000000,0.000000000,1.000000000
2,408000000,0.008782624,0.008431527,9.769405484,-0.002228908,-0.000171084,0.002535851,0.000000001,0.000000000,0.000000000,1.000000000
2,416000000,0.004873998,-0.020305315,9.770262270,-0.001120274,0.002160967,-0.002377355,0.000000001,0.000000000,0.000000000,1.000000000
2,424000000,-0.006139175,-0.022607942,9.802945737,0.002330202,-0.001331205,0.000227871,0.000000001,0.000000000,0.000000000,1.000000000
2,432000000,-0.024842070,-0.009582422,9.812588056,0.001675507,-0.001019184,-0.000061847,0.000000001,0.000000000,0.000000000,1.000000000
2,440000000,-0.013901364,0.015977060,9.819105849,0.002114176,0.003375740,-0.000910495,0.000000001,0.000000000,0.000000000,1.000000000
2,448000000,0.002930435,-0.013934053,9.782863633,0.000981045,-0.000617362,0.004859061,0.000000001,0.000000000,0.000000000,1.000000000
2,456000000,-0.011986867,-0.003940785,9.807184078,0.003141075,-0.001759251,-0.002553725,0.000000001,0.000000000,0.000000000,1.000000000
2,464000000,0.010880007,-0.000225645,9.811863839,-0.001246837,-0.004101910,0.001431665,0.000000001,0.000000000,0.000000000,1.000000000
2,472000000,-0.023674853,-0.009182141,9.807574057,-0.001283281,0.000384220,0.000092001,0.000000001,0.000000000,0.000000000,1.000000000
2,480000000,0.030375992,-0.023712650,9.800096676,0.000638131,0.000682329,-0.000160794,0.000000001,0.000000000,0.000000000,1.000000000
2,488000000,0.003096038,-0.014046653,9.807371978,0.002508720,-0.003954102,-0.000280449,0.000000001,0.000000000,0.000000000,1.000000000
2,496000000,0.008741955,0.006262908,9.801574774,0.001378964,0.002815160,-0.001176473,0.000000001,0.000000000,0.000000000,1.000000000
2,504000000,0.010706809,0.031434227,9.773013689,-0.000876895,-0.000142061,0.000505446,0.000000001,0.000000000,0.000000000,1.000000000
2,512000000,0.006917167,-0.051349994,9.793660308,0.002911349,-0.000083224,0.001888460,0.000000001,0.000000000,0.000000000,1.000000000
2,520000000,0.005871398,0.015472496,9.811572502,0.000676803,0.001631675,-0.002823035,0.000000001,0.000000000,0.000000000,1.000000000
2,528000000,0.030503542,0.000397436,9.806472691,0.000477892,0.000923583,-0.001803041,0.000000001,0.000000000,0.000000000,1.000000000
2,536000000,0.017794638,0.003693335,9.772057308,0.000404062,-0.001224158,0.002703523,0.000000001,0.000000000,0.000000000,1.000000000
2,544000000,0.016077561,0.001341002,9.767296051,0.000813561,0.001288036,0.001678941,0.000000001,0.000000000,0.000000000,1.000000000
2,552000000,0.034237009,0.001473803,9.825355934,-0.002625358,-0.001870920,-0.002531458,0.000000001,0.000000000,0.000000000,1.000000000
2,560000000,0.000862093,0.008692649,9.818055465,0.001104416,-0.001027111,-0.001762861,0.000000001,0.000000000,0.000000000,1.000000000
2,568000000,0.016684445,-0.004283584,9.804089983,0.001288208,-0.000438466,-0.001741080,0.000000001,0.000000000,0.000000000,1.000000000
2,576000000,0.002518834,0.014666391,9.783591650,-0.001003351,-0.000525646,-0.000286342,0.000000001,0.000000000,0.000000000,1.000000000
2,584000000,-0.013241873,0.005759379,9.802214976,0.002737368,0.003289844,0.006455500,0.000000001,0.000000000,0.000000000,1.000000000
2,592000000,0.019338471,0.015743845,9.795243079,0.001736820,0.001038153,-0.000003775,0.000000001,0.000000000,0.000000000,1.000000000
2,600000000,-0.018006403,-0.001301223,9.805875192,0.004036317,-0.000754979,-0.001266282,0.000000001,0.000000000,0.000000000,1.000000000
2,608000000,0.048310645,-0.019898767,9.820373034,0.002145821,0.002575485,0.003034558,0.000000001,0.000000000,0.000000000,1.000000000
2,616000000,-0.000660377,0.030360974,9.812928301,-0.001091862,-0.001987060,-0.001905777,0.000000001,0.000000000,0.000000000,1.000000000
2,624000000,-0.022216167,-0.001991713,9.806729989,-0.002184264,-0.003642250,-0.002887698,0.000000001,0.000000000,0.000000000,1.000000000
2,632000000,0.015351481,-0.031257732,9.802877251,0.002123518,0.002799822,-0.000660124,0.000000001,0.000000000,0.000000000,1.000000000
2,640000000,-0.008733663,-0.008869287,9.795731602,-0.000583827,-0.000378579,-0.001126814,0.000000001,0.000000000,0.000000000,1.000000000
2,648000000,-0.014082095,0.018982562,9.778071710,0.001093549,-0.001980773,-0.002248468,0.000000001,0.000000000,0.000000000,1.000000000
2,656000000,-0.029010744,0.023884298,9.794884486,0.001462628,0.000871674,0.001311720,0.000000001,0.000000000,0.000000000,1.000000000
2,664000000,-0.040427829,-0.036081650,9.802017593,0.000372955,0.002552009,-0.000785748,0.000000001,0.000000000,0.000000000,1.000000000
2,672000000,-0.050213966,0.007587226,9.808010835,-0.000669406,0.000128288,0.001279533,0.000000001,0.000000000,0.000000000,1.000000000
2,680000000,0.007539075,-0.005846073,9.755414912,-0.000785995,0.003224396,-0.000860760,0.000000001,0.000000000,0.000000000,1.000000000
2,688000000,0.008169929,0.015311396,9.803644672,0.003549509,0.002462925,-0.001597931,0.000000001,0.000000000,0.000000000,1.000000000
2,696000000,-0.007825379,0.002117835,9.775568852,0.000096480,-0.000866069,-0.001273578,0.000000001,0.000000000,0.000000000,1.000000000
2,704000000,0.003223289,-0.002255206,9.816963284,-0.000038942,0.000988754,0.000966331,0.000000001,0.000000000,0.000000000,1.000000000
2,712000000,-0.028626202,-0.005501709,9.837649225,-0.001549147,-0.000683387,0.001938557,0.000000001,0.000000000,0.000000000,1.000000000
2,720000000,0.006246077,-0.012025615,9.809125467,-0.005515907,0.000144543,-0.000832638,0.000000001,0.000000000,0.000000000,1.000000000
2,728000000,-0.047162033,0.007065487,9.816313626,0.000201713,0.001551678,-0.003256025,0.000000001,0.000000000,0.000000000,1.000000000
2,736000000,-0.028695266,0.023449417,9.776087204,-0.000582753,0.001318637,-0.003843151,0.000000001,0.000000000,0.000000000,1.000000000
2,744000000,0.015929225,-0.007089024,9.777418620,0.000830779,0.002194015,-0.001864284,0.000000001,0.000000000,0.000000000,1.000000000
2,752000000,0.003695026,-0.014535293,9.789660026,0.000697474,0.000670521,0.000676578,0.000000001,0.000000000,0.000000000,1.000000000
2,760000000,0.026704269,-0.011916791,9.789863464,0.000654711,0.000639792,0.002914706,0.000000001,0.000000000,0.000000000,1.000000000
2,768000000,0.018412053,0.001695927,9.814908658,-0.002193579,0.001830865,0.002871728,0.000000001,0.000000000,0.000000000,1.000000000
2,776000000,-0.009348493,-0.002890412,9.838891128,-0.000031334,-0.003736213,0.002338005,0.000000001,0.000000000,0.000000000,1.000000000
2,784000000,0.004913277,0.010199513,9.833717345,0.003630307,-0.000624049,-0.002672589,0.000000001,0.000000000,0.000000000,1.000000000
2,792000000,0.035542591,0.051137551,9.774271422,0.000527836,-0.000011298,-0.002571862,0.000000001,0.000000000,0.000000000,1.000000000
2,800000000,0.020246604,-0.006130068,9.782035782,0.003141840,-0.002399989,-0.001560854,0.000000001,0.000000000,0.000000000,1.000000000
2,808000000,-0.010667361,0.017780850,9.802841901,-0.001866742,-0.001110643,-0.000135005,0.000000001,0.000000000,0.000000000,1.000000000
2,816000000,-0.000624350,0.001559555,9.777952754,0.000890240,0.002520805,0.001258017,0.000000001,0.000000000,0.000000000,1.000000000
2,824000000,-0.013377015,-0.026280593,9.795450905,0.001458668,0.000593806,-0.000357174,0.000000001,0.000000000,0.000000000,1.000000000
2,832000000,0.011872583,0.006302828,9.782107597,0.000039541,0.000644317,0.002305882,0.000000001,0.000000000,0.000000000,1.000000000
2,840000000,0.020438653,0.031396847,9.835563157,-0.001883975,-0.000775997,-0.002246520,0.000000001,0.000000000,0.000000000,1.000000000
2,848000000,0.030973642,-0.021265461,9.757005114,-0.004147583,0.001961291,-0.001512430,0.000000001,0.000000000,0.000000000,1.000000000
2,856000000,-0.001121710,-0.000659261,9.806713181,-0.000870186,-0.001704677,-0.000457944,0.000000001,0.000000000,0.000000000,1.000000000
2,864000000,-0.010570899,0.046837905,9.798391917,0.001902884,-0.000425961,-0.001732106,0.000000001,0.000000000,0.000000000,1.000000000
2,872000000,0.020662533,-0.004378831,9.796305794,0.000949220,-0.001165073,0.002556332,0.000000001,0.000000000,0.000000000,1.000000000
2,880000000,-0.002096206,-0.020371784,9.807241155,0.002306104,-0.001807453,-0.001267246,0.000000001,0.000000000,0.000000000,1.000000000
2,888000000,-0.001768381,0.028160953,9.809114890,-0.000259650,-0.001066350,-0.002418628,0.000000001,0.000000000,0.000000000,1.000000000
2,896000000,0.034559798,-0.006492319,9.811723843,-0.000641596,0.001199019,-0.000264229,0.000000001,0.000000000,0.000000000,1.000000000
2,904000000,0.015496166,-0.015426867,9.799523032,-0.001470256,-0.000557134,0.002703108,0.000000001,0.000000000,0.000000000,1.000000000
2,912000000,0.015661136,0.013132096,9.827678798,-0.002430184,0.001955078,-0.001527569,0.000000001,0.000000000,0.000000000,1.000000000
2,920000000,0.020845343,-0.029705317,9.799820230,0.000354080,0.002102849,0.002706134,0.000000001,0.000000000,0.000000000,1.000000000
2,928000000,-0.009872880,0.007463918,9.781355808,-0.001519032,0.001269048,0.000132443,0.000000001,0.000000000,0.000000000,1.000000000
2,936000000,0.019338812,-0.031479973,9.811581257,0.000378366,-0.001190816,-0.000335215,0.000000001,0.000000000,0.000000000,1.000000000
2,944000000,-0.008097429,-0.017956112,9.804901742,-0.003922720,0.003566584,0.000522654,0.000000001,0.000000000,0.000000000,1.000000000
2,952000000,0.013948603,0.022391338,9.790824130,-0.000866016,0.002377516,0.002422866,0.000000001,0.000000000,0.000000000,1.000000000
2,960000000,0.014630211,0.005066430,9.786697577,-0.000316962,-0.001532464,-0.001077997,0.000000001,0.000000000,0.000000000,1.000000000
2,968000000,0.007357278,0.012851908,9.798183879,-0.001656669,0.003390780,-0.000345776,0.000000001,0.000000000,0.000000000,1.000000000
2,976000000,-0.027241359,-0.022173289,9.824445732,-0.002572400,0.003320681,-0.000827028,0.000000001,0.000000000,0.000000000,1.000000000
2,984000000,0.003000817,0.003266149,9.783662200,0.000501451,0.003840106,0.002394089,0.000000001,0.000000000,0.000000000,1.000000000
2,992000000,-0.025849580,-0.021754944,9.810862795,0.000852852,0.001798826,0.001411410,0.000000001,0.000000000,0.000000000,1.000000000
3,0,-0.026405066,-0.007309932,9.776579736,-0.000545927,0.001941788,-0.002221997,0.000000001,0.000000000,0.000000000,1.000000000
3,8000000,0.000768111,0.007953111,9.795140313,-0.002353156,-0.004793983,-0.001661866,0.000000001,0.000000000,0.000000000,1.000000000
3,16000000,0.013043112,0.030876913,9.794152450,0.000334415,-0.000718097,-0.001938676,0.000000001,0.000000000,0.000000000,1.000000000
3,24000000,-0.015883053,-0.015189894,9.789510331,-0.000337152,0.001653881,-0.001677701,0.000000001,0.000000000,0.000000000,1.000000000
3,32000000,-0.022120984,-0.018367639,9.805768315,-0.001687902,-0.000162449,0.000580360,0.000000001,0.000000000,0.000000000,1.000000000
3,40000000,0.000414397,0.008194289,9.791522939,-0.000608321,0.003563362,-0.000535233,0.000000001,0.000000000,0.000000000,1.000000000
3,48000000,-0.021327992,-0.007508375,9.803472445,0.000571234,0.000380050,-0.003261820,0.000000001,0.000000000,0.000000000,1.000000000
3,56000000,0.003034411,0.005370134,9.802033800,0.000681228,0.000126146,0.001446992,0.000000001,0.000000000,0.000000000,1.000000000
3,64000000,0.005288466,-0.025652430,9.795589008,-0.001493986,0.000390098,-0.001765574,0.000000001,0.000000000,0.000000000,1.000000000
3,72000000,0.048135713,-0.000247079,9.797922532,-0.002208418,-0.000455633,-0.002628632,0.000000001,0.000000000,0.000000000,1.000000000
3,80000000,-0.018450903,0.009417788,9.798636426,-0.001002962,0.000513337,-0.002282195,0.000000001,0.000000000,0.000000000,1.000000000
3,88000000,0.018191747,-0.033956784,9.826888240,-0.001774865,0.001447636,-0.002963428,0.000000001,0.000000000,0.000000000,1.000000000
3,96000000,-0.024925621,0.033018074,9.776777610,0.001165466,0.001621474,0.002127252,0.000000001,0.000000000,0.000000000,1.000000000
3,104000000,0.010290731,-0.002136772,9.800170923,-0.001380489,-0.000616918,0.001337390,0.000000001,0.000000000,0.000000000,1.000000000
3,112000000,0.008532652,0.022226208,9.810411635,0.000355979,0.001401782,0.001253655,0.000000001,0.000000000,0.000000000,1.000000000
3,120000000,0.012436469,0.019096063,9.810035046,-0.000872253,0.000844789,-0.000232897,0.000000001,0.000000000,0.000000000,1.000000000
3,128000000,0.010597920,-0.000227708,9.784456037,0.002104608,0.002347220,0.000287631,0.000000001,0.000000000,0.000000000,1.000000000
3,136000000,-0.012567597,-0.014494573,9.748262412,-0.000362632,-0.000856912,-0.001151262,0.000000001,0.000000000,0.000000000,1.000000000
3,144000000,0.015997260,-0.000867774,9.788180764,-0.002947405,0.000320947,-0.000460136,0.000000001,0.000000000,0.000000000,1.000000000
3,152000000,0.029371961,0.016216915,9.808460182,-0.001686470,0.002465712,0.004009727,0.000000001,0.000000000,0.000000000,1.000000000
3,160000000,0.003874212,-0.004531584,9.809049705,-0.001775487,-0.003531079,-0.000033708,0.000000001,0.000000000,0.000000000,1.000000000
3,168000000,-0.024108074,0.037830321,9.819740846,0.000875067,-0.000902969,0.001833955,0.000000001,0.000000000,0.000000000,1.000000000
3,176000000,-0.039438687,0.008397823,9.790062610,-0.002848933,-0.000746894,-0.002947280,0.000000001,0.000000000,0.000000000,1.000000000
3,184000000,-0.036202795,-0.002507661,9.790032873,0.000073574,0.000190852,-0.000726633,0.000000001,0.000000000,0.000000000,1.000000000
3,192000000,-0.005018417,-0.020145479,9.792465487,-0.000234484,-0.001733103,-0.000956454,0.000000001,0.000000000,0.000000000,1.000000000
3,200000000,0.049988288,-0.005699096,9.791578720,-0.002351770,0.001125636,0.001557502,0.000000001,0.000000000,0.000000000,1.000000000
3,208000000,0.020426465,-0.012107531,9.800232192,0.000587369,-0.004348047,0.000014871,0.000000001,0.000000000,0.000000000,1.000000000
3,216000000,-0.019204014,-0.017589335,9.823074502,-0.001252086,0.000603614,0.001511132,0.000000001,0.000000000,0.000000000,1.000000000
3,224000000,-0.002689890,0.009105536,9.823670860,0.000429699,0.001151781,0.002957846,0.000000001,0.000000000,0.000000000,1.000000000
3,232000000,-0.007505655,-0.006376682,9.818808928,0.001131468,0.002680262,-0.000529626,0.000000001,0.000000000,0.000000000,1.000000000
3,240000000,0.009733051,-0.025695850,9.802258083,-0.000678219,-0.000359094,-0.002020092,0.000000001,0.000000000,0.000000000,1.000000000
3,248000000,0.018883851,0.010129239,9.823270883,0.001784424,0.001077102,0.002791739,0.000000001,0.000000000,0.000000000,1.000000000
3,256000000,-0.034305502,0.021078975,9.798613218,-0.002321953,0.000346185,-0.000613065,0.000000001,0.000000000,0.000000000,1.000000000
3,264000000,0.006241127,-0.004883013,9.824574080,0.005621855,0.001926471,-0.001300200,0.000000001,0.000000000,0.000000000,1.000000000
3,272000000,0.016349884,-0.027203822,9.818921539,-0.000843898,0.000350200,-0.002012255,0.000000001,0.000000000,0.000000000,1.000000000
3,280000000,0.021379864,0.037023584,9.810683479,0.000870034,0.001954783,0.001002698,0.000000001,0.000000000,0.000000000,1.000000000
3,288000000,-0.023151749,0.026783410,9.776308216,-0.000249847,0.000328782,-0.001777269,0.000000001,0.000000000,0.000000000,1.000000000
3,296000000,-0.001584328,0.019980270,9.824246248,0.003278710,0.001662335,-0.000557115,0.000000001,0.000000000,0.000000000,1.000000000
3,304000000,0.020131082,0.009000589,9.772647501,-0.001885339,-0.000407402,0.000504219,0.000000001,0.000000000,0.000000000,1.000000000
3,312000000,0.001371198,0.010021758,9.811026928,0.001643616,0.003078870,0.004513705,0.000000001,0.000000000,0.000000000,1.000000000
3,320000000,0.017539423,0.002682698,9.834827543,0.002407226,0.001436965,0.003348746,0.000000001,0.000000000,0.000000000,1.000000000
3,328000000,0.018288731,-0.034792286,9.817898805,0.000159891,0.000067487,0.004663305,0.000000001,0.000000000,0.000000000,1.000000000
3,336000000,-0.007660678,0.004875831,9.831806170,-0.002380901,-0.000193114,-0.000697197,0.000000001,0.000000000,0.000000000,1.000000000
3,344000000,0.007478910,0.049971115,9.818497583,-0.000404440,0.001001389,0.002653371,0.000000001,0.000000000,0.000000000,1.000000000
3,352000000,-0.016365100,-0.014170460,9.805479680,-0.000735721,-0.000877839,0.001384513,0.000000001,0.000000000,0.000000000,1.000000000
3,360000000,-0.024019613,-0.021260922,9.775166139,0.002230313,0.000593436,0.004766167,0.000000001,0.000000000,0.000000000,1.000000000
3,368000000,-0.004099296,-0.001379757,9.797861625,0.001862467,-0.001188852,0.002895276,0.000000001,0.000000000,0.000000000,1.000000000
3,376000000,0.011484874,-0.003180257,9.797427647,-0.005801328,-0.002561023,-0.002734626,0.000000001,0.000000000,0.000000000,1.000000000
3,384000000,-0.004189481,0.013303864,9.793987025,0.001742224,-0.003732441,0.002319875,0.000000001,0.000000000,0.000000000,1.000000000
